,Topic Title,Category,Tags,Leading Post,Post Replies,Created_at,Likes,Views,Replies
111,Responding to Negative Reviews,Amazon Specific,['Reviews & Customer Service'],"Hi Bright Ideas Tribe,
I have a Brand that I told I could manage and respond to negative reviews on their behalf, as I had seen this done on other product listings and I remembered Trent mentioning it. Do any of you know how to do this?","['We use Feedback Five to notify us of negative reviews. We coordinate with the brand when responding to reviews, to be sure we’re saying what they want us to.', 'Hi @LizD,\nThanks for the response. I hope you, Trent, and your family had a nice vacation. If I were to respond to these negative reviews currently, I would be responding from my storefront name and not the Brand name. Do you know how I can make my responses from the Brand name?', 'We always make responses from our storefront. To use the brand name, you would either need to change your storefront name to match the brand (which would limit you to responding this way to only one brand… and probably change each time you changed your storefront name).\nOr the brand could create a seller account and you could have access to it.\nMuch easier to just say something like ~StorefrontName on behalf of BrandName', 'Ok, thanks so much @LizD for the help!', 'Hi Grant,\nHere’s how I do follow up on negative reviews.\n\nUse an automated alert system. I use Zonmaster to send emails and to alert me of negative reviews.\nRespond quickly.  Set up a recurring task to do it at least twice a week.\nConsult with the brand owner on your response to new issues that come up.\nSave copies of your responses and use them to build a number of standard responses for repeating issues.\nUse the standard responses or modify them to fit the circumstances.\nKeep a record of the number of responses you post by product so that you can include the data in your monthly report to brand owners.\n', 'Thanks Rick! I will make sure to implement this!']","Aug 9, 2019 1:23 am",2,314,6
112,Brand Registry Registered Agent Issues,Amazon Specific,[],"Our first brand is trying to add us as a registered user but we keep getting the below response from the cases they are creating. The weird thing is that they keep saying the email is associated with multiple accounts and they don’t allow multiple accounts with a specific email. Also, they keep saying to create a new account with Brand Registry but every time I talk to the regular Seller Central support department, they tell me to definitely not create a new account. Can you shed some light on what needs to be done? Do I need a new brand registry account for each brand we work with?
Greetings from Amazon Brand Registry Support,
Thank you for contacting us. I am John Daniel and I will be assisting you.
I understand that you would like to add the role of Registered Agent for brand ‘xxxxxxxxxx’ to the account associated with ‘xxxxxxxxx’.
On checking, I see that the email address ‘xxxxxxxxx’ is associated with multiple accounts in our database. Unfortunately, we cannot process role assignment requests for email address that have multiple accounts associated with it.
In order to have access to Brand Registry, we recommend that you create new Brand Registry account using a new email address after which it can be added as a role.
Brand Registry account creation link https://brandservices.amazon.com
Once the above step is followed and a brand registry account is created, please follow the same procedure as on this case to raise a request of “Updating role or add a new user to account”. This will help us process the role assignment.
Your understanding on this issue are appreciated.
Have a wonderful day!","['@jdsbls0410 There have been several strange stories I’ve heard from sellers using the Brand Registry program of late.  Unfortunately, I don’t have a great answer from this and don’t want to give you bad advice or false information.  I would just keep hounding Amazon until they give you exact instructions on what you need to do.  It sounds like they want you to create a new email within your company domain but I’d be sure that’s what they are looking for before you tie it to the account.\nSorry I couldn’t be more help.']","Aug 15, 2019 7:33 pm",0,188,1
113,Working with a prep center,Amazon Specific,['Inventory Management'],"Hi all. Does anyone make their prep center sign an NDA?
The prep center I’m talking with disclosed to me that they are active booksellers in Amazon, but that’s it. They don’t sell anything else or in any other categories.","['We have not had our prep center sign an NDA.  I did have a little concern with this in the beginning but we have been using the same prep center for over a year and had absolutely no trouble or concern that they or another seller using this prep center is getting information and using it against us.', 'I’ve run a prep center since 2013 and although I’ve been asked about an NDA, I’ve never needed to sign one once a customer understood that we are focused on speedy delivery of prep, pack, and ship services and not on identifying products to sell.\nHowever, we’ve been asked by potential and existing customers for a tour of our facilities and have always said no. We’ve done this because we want to protect our existing customers and be sure that competing Amazon sellers never see their inventory.', 'Thank you all for the feedback.']","Aug 13, 2019 6:13 pm",0,233,3
114,PPC and the Buy Box,Amazon Specific,['PPC'],"My product is shown as “sponsored” with PPC, when i have the buy box correct?? And Amazon gets paid only if your product is showing up as sponsored and they click on it correct?? If these two things are corrected then one must think Amazon wants your PPC product to be shown more than the other sellers of this product that doesn’t do PPC, than that should mean that you will get the buy box more???","['\nYes, the you must have the buy box for your sponsored product to show as sponsored.\nYes, Amazon charges the PPC fee each time the Sponsored listing is clicked.\nI do not think the buy box rules include PPC consideration.  See https://sellercentral.amazon.com/gp/help/G37911 7 for details on the buy box process.\n', 'So a good or bad idea?? Brand owner wants to do PPC along with me doing PPC. We are the only two on the listing.', 'Unless you are investing in the relationship for other opportunities, PPC spending should be rationalized the same way you would for your own product.', 'Looking to establish a long term wholesale relationship with brands', 'Spend up to the amount of your Gross profits.', 'My ACOS is around 15% on most of my products.', '@BetterLifeSales That is true, you must have the BuyBox for your PPC ad to be shown, this increases your Buy Box percentage. I believe some sellers have seen as much as a 20-30% lift in Buy Box percentage.\nI would highly discourage two sellers running PPC on the same product. This means that for the same keyword you are competing. For example: if seller A and seller B are both bidding on “tooth,” then the cost will be higher per click since there is more competition for the keyword.\nI would recommend offering to run PPC on your account using either a percentage of gross profit, or offering to use PPC to lift sales (potentially risking an unprofitable ACOS, but lifting rank/sales/visibility) and splitting the PPC cost with the brand.', 'Mitch is 100% correct regarding the competing keywords.  You can quickly increase the cost of a keyword and make that campaign no longer profitable in some cases.  We have taken the approach with 2 of our brands that we run all PPC and AMS and split the bill at the end of the month.  While the math does not work out to 50/50 we agreed that this is the best approach for the brand.  Hope that helps a little', 'If i have a Brand Owner that is running PPC while I’m running it also and i want to tell them that i would run it and they would not have to. They don’t want to get rid of their PPC because they say that they will lose direct sales. Could I convince them, that me doing PPC alone will still generate organic traffic to them?', '@BetterLifeSales I’m not 100% sure that I am following the question but they should understand how listings and buy boxes work if they are running their own PPC.  They should also understand that they will benefit from PPC whether they are running it, or you are running it.  If they don’t, you should explain that the listing gaining traffic and visibility from your campaign will help increase both of your sales.\nFrom the sounds of it though, you need to convince them that you can run a more profitable and successful campaign than they can.  Offer to take a look at their advertising statistics.  See what they are doing right and wrong and set up a call to discuss.  If you have had some success with PPC for other brands, create a case study to present to them.', '@BetterLifeSales I would ask them what they mean by direct sales.  Yes the brand owner’s buy box percentage will be higher while running PPC if that is what they mean.  If the brand owner is savvy to the platform, you need to convince them that you are more accomplished in PPC campaigns and that both parties will benefit from you being the one running it.  If they want it to come from their account, offer to manage the campaign(s) from their account.']","Jul 28, 2019 6:43 pm",11,603,11
115,"How to Find and Hire Well Trained VA for AMAZON (back end work, listing, support, reimbursements)",Amazon Specific,['Inventory Management'],"How to Find and Hire Well Trained VA to help us manage AMAZON work.
I am referring to work related to “back end work, listing, support, reimbursements, etc.”
We are well established business and currently use our full time staff who manages everything here form our US office (we are based in St. Louis, MO)
Thanks
Shawn Chhabra","['Shawn,\nOccasionally you’ll find VAs who have done similar work in the past, usually those being let go by another Amazon seller. I would look (or post) in this forum (you already have!) and any related FB groups.\nThat said, we always like to hire our own and train them so that we have them do the work in the way we’d like. Granted, our “training” is pretty easy since we just assign them workflows using our SOPs. We also have SOPs we run for the entire hiring process. We usually hire from onlinejobs.ph.\nBest,\nLiz']","Aug 8, 2019 11:34 pm",3,207,1
116,US based warehouse/prep center?,Amazon Specific,['Product Prep'],"Hello! Anyone can recommend a reliable warehouse/prep center that I can use as a commercial address to register wholesale accounts and doing labeling/repacking?
Possibly at a good price 
Btw, do you use only one prep center for any supplier or you choose different pre centers based on which one is closer to the supplier?
Thank you!",[],0,0,0,0
117,Hasmat Approval,Amazon Specific,[],Would anyone that has been approved for the HASMAT program be able to give me some pointers on what is needed and what to expect during the approval process?,"['I applied and I got response that says, we are no longer taking applications but you will be put on the “waiting list”.  A couple weeks later I got a notice saying you have been approved to the HAZMAT program and can now sell products that are “HAZMAT”.', 'When I applied I also received that Amazon was no longer taking applications.  I continued to let them know that I was interested and when the application process re-opened I was approved.', 'Hazmat Approval is fairly simple. It is invite only, as far as I am aware. It is just an application and the Amazon team will get back to you on it.', 'I have a related question. I have a limited approved for Hazmat products, but can’t locate a shipper who can transport these items to an Amazon Warehouse. USPS, FedEx and UPS do not accept Hazmat shipments. So what shipper is available for domestic Hazmat shipping?', 'Check this site out.  They may help.   https://www.freightcenter.com/quote/Index/ 8', 'Douglas;  I have been able to ship hazmat items like aerosol cans.   Choose USPS parcel select/ground or Fed Ex Ground and be sure to use all the proper markings revealing the hazard.   Hope this helps.', 'With respect to the HazMat approval you’re talking about, does this include the “FBA” for HazMat? We were approved for HazMat, but told by Amazon that the HazMat FBA is not taking any more sellers/products. Our competitors are selling similar products via FBA because they applied longer ago, so it’s difficult to compete with them.', 'One thing to keep in mind with Hazmat that we learned after a long time of shipping hazmat is that Amazon’s definition of Hazmat and carriers like UPS/FedEx are different at times.  Many items that we sell as Hazmat items on Amazon are not actually recognized as Hazmat by the carrier.   I would speak to your carrier partner to understand how they define Hazmat, so you are not paying more than you should for shipping into AMZ.\nWe do sell our Hazmat items FBA', 'Ben, when is the most recent time you were able to get a HazMat product into FBA? I’m wondering if if we should reach out to Amazon again to see if they would accept our product now?', 'Pauline\nThere is a couple scenarios that happen.  From our experience Amazon has items they identify as Hazmat and are never allowed FBA ( we have only had this happen on 2-3 items) and then the bulk of the items we sell are available to sell FBA if you are approved for Hazmat.  Many items we run across get flagged as hazmat and they are not, so we submit a case with proper documentation and can get them out of hazmat.  (SDS sheets etc)\nWe have listed and sold new Hazmat items FBA as of last week.\nHope that helps', 'Hi Ben,\nIt does. I went back to the Amazon seller guidelines and reminded myself that our product is a Category 1 hazmat so is prohibited from FBA.\nPauline']","May 17, 2019 7:23 pm",1,316,11
118,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],"Hi Trent,
We are in the process of opening a store front and are not really sure whether to make it niche specific or a general store that can sell health, household, beauty, electronics… the question is how do we go about in making it a general store? don’t brands want you to see niche a specific store? for example a shoe brand would want to see a shoe store or a beauty brand would want see a beauty store, however we are trying to get into multiple profitable categories and want to use the store to open the accounts since most brands require brick and mortar. I remember you mentioning that you will have a store in your new building and I assume you’ll use that to open accounts too! how will you go about in different categories if the store is not niche specific?
The other option would be to open a distribution company to buy from brands as “distributor” like many people are doing nowadays to get the quantities they need…
what do you think??
Your reply is appreciated.
Thank you","['If you have a niche-specific focus (a good idea), then you should have a niche-specific store. Otherwise, a general store will do. Remember, most of the reps that visit you are FAR more interested in “ticking the box” so they can sell you stuff and get their commission than they are on being their company’s compliance dept.', 'Hi Trent,\nI also noticed many sellers establishing “distribution” companies in order to qualify for buying higher quantities and deeper discounts what do you think about that? They call themselves distribution companies while all they are really doing is buying more than avg resellers at deeper discounts and selling the items directly on amazon…', 'Hey @Trent-Admin I would appreciate a reply regarding the above as well as the questions below:\nDoes having a store front limit the discounts compared to having a distribution company?\nDoes having a store front limit the quantities that can be purchased compared to having a distribution company?\nI noticed that many brands dont offer deeper discounts and or higher quantities if you have a storefront…\nyour reply is appreciated\nThank you', 'Ridethewave\nI know the question was addressed to Trent, but I will put a little of my feedback out if it helps at all.  I have been on the brand side and on the distribution side in my career.  Being “distributor” has many different meanings and there are distributors of all different sizes depending on the industry etc.\nIn my experience volume dictates discounts and price not definition.  Typically a distributor gets a better price because they buy in larger volume and sell to other businesses, but with many brand a truck load is a truck load and they will price it the same.  We do not call ourselves a distributor in any way as we do not distribute product to other companies.  Some brands want regional distributors and will then want you to be able to warehouse and sell products to other companies.  This is not a bad model if you’re able to execute it.    At the end of the day if you can purchase significant volume you should be able to negotiate discounts with almost any brand.\nHope that helps', 'Hi @Ben Thanks for the input but if you are not a “distributor” in their system they will not give you the volume you are looking to buy or is that not the case?', 'In general I don’t think that is true.  For most brands volume is volume.  You don’t need to be a distributor to buy large volumes of product.']","Jul 22, 2019 3:10 pm",0,320,6
119,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],"We bag most products.  This seems like an opportunity to add a product insert.
What are the best practices for the use of product inserts on FBA units?
Thanks,
Rick","['@Rick Product inserts are against TOS. If Amazon finds them they can close or suspend your listing or account. I would highly discourage this.', 'Are inserts that have information about the product and tips for usage without any marketing against TOS?', 'It has to be from the manufacturer and have no personal branding and cannot mention other products.', 'You’re not supposed to lead customers off Amazon with product inserts. But it’s certainly an area I’ve seen a lot of brands step into the grey area…', 'We personally use 2-3K inserts each month.  They all add value to the item being purchased and/or drive customer back to Amazon to purchase a like item within the same brand (different flavor, color etc).  I am in no way saying it is or is not against TOS, but we have sent out lots of inserts without any trouble.', 'Hey Ben,\nThanks Ben.   I do similar inserts at half the volume.   I have been using a personal note format.  I may change to a “Product Information” sheet.   I have used links in some of the inserts but removed them because I thought that Amazon may read them as marketing.\nHow do you drive your customers back to Amazon?\nDo you use any of these methods?\nReference to the product name\nReference to the ASIN\nFull Link to the listing\nFull Link with your seller id\nFull Link with an Amazon Associate ID\nA short link to one of the above.\nAn Amazon Associate short link\nWould sending the insert information to customers via email be as effective?', 'Rick\nWe have a couple different inserts we use for different situations and brands.\n\n\nBrand Story - Tells the history about the brand and some cool images of founders etc.  This has an email address on it also, but not other link info.  Email is just a support email for any problems.\n\n\nCross Selling - Images of the other flavors or types we sell of in the same line.  Typically No link, no coupon code etc.  From time to time we do a direct call to action with a link (driving back to Amazon), but not always.  Sometimes we do for new item launches etc.   We realize this does not allow us to always track the ROI but believe it is worth the nominal expense.\n\n\nReach out we want to meet you!  This is a card that has some cool social proof / lifestyle photos that highlight a Facebook, Intragram link etc.\n\n\nI would add that many of these tactics are not designed to directly drive sales transactions, but to add more value to the brand and create the halo effect that drives future sales on Amazon.']","Jul 3, 2019 10:36 pm",1,279,7
120,Have you heard from this guy?,Amazon Specific,[],"Have you received a message like this? Seems to me that this is a huge violation of TOS and a great way to get suspended - if you get caught.
","['What did you find out?', 'He gave me some BS answer and I reported him to jeff@amazon.com']","Jul 3, 2019 5:24 pm",1,307,2
121,Launching A New Product,Amazon Specific,[],"I’ve just started working with a brand that has some promising products. At the same time, they’ve just landed a licensing deal with a well known brand and now they’re planning to launch a new line of products.
I’ve been an FBA seller for a few months - only - and I’m not inclined to shy away from this opportunity. The little I’ve read regarding product launches leads me to believe it’s important to get the launch right, otherwise there’s a risk that the brand/products will take a long time to reach their full potential, if ever.
From the brand’s perspective, their plan seems to be “hey, we’ll work with a few sellers on this new line, give them some great content, and we’ll really blow it out…” I’d like to do better than conjure up some happy thoughts and hope for the best.
Any suggestions on how to proceed would be very welcome!","['Launching a new product can be very difficult. If you want to get your foot in the door, think about what you can offer them. PPC would be a good idea, because it can really help a launch and it will only work if you have the Buy Box.']","Jul 4, 2019 2:42 pm",1,171,1
122,High Volume Oversized Split Shipments,Amazon Specific,['All Other Amazon Related Issues'],"Looking for optimal workflows and methods to keep costs low for oversized split shipments.
Thanks ahead!",[],0,0,0,0
123,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],"QUESTION:
We received 2 Received Intellectual Property Complaints last week. This is a company that we work directly with and sell about 7 other SKUs of theirs.
We filled an appeal that included 2 previous order receipts and also an authorization letter from the President of the company.
Then I just got the notice that it was rejected today.
Any advice or tips would be great. Thank You","['So my assumption is that you contacted Amazon and they rejected your claim?\nMy question is whether the brand owner knows that you are selling on Amazon or not? If they do and you order directly from them then why don’t you reach out to the brand contact? I know there is a way for the BO to retract their claims and we have successfully done that in the past', 'We have and they also had it filed against them.  We even provided 2 previous orders and an authorization letter.', 'We have had the same issue on a product direct from the brand owner, which is 1 of10 products purchased directly from them. 50 units quarantined on April 18th.  I have now filed 8 appeals to Amazon, each containing a Letter of Authorization from the brand also confirming that there is no IP infringement in relation to the specific SKU in question. They confirmed that they never raised this IP infringement, so my question is, who the hell else is entitled to raise an IP infringement case against me as a seller, if they are not the IP rights holder themselves???\nI have sent in a very strong letter a week ago and have not had a response yet. If it is successful, I’ll let you know what it was.', '@donaldo- You are telling me that the brand themselves received an IP claim?', '@Steve - Sometime authorized brand agent can file IP claim on behalf of the brand via brand registry. My guess is that is how the brand doesn’t know about it. Did you try to get the brand registered?', '@donaldo It sounds like the Brand is not Brand Registered, or if they are then one of their Brand Registered Agents are reporting them. This is going to be a struggle with Amazon, because it is likely that you will need to get Amazon to accept the Brand you are working with as the Brand Owner.']","Jun 21, 2019 5:05 pm",0,888,6
124,Improve Brands listings (wholesale),Amazon Specific,[],"Hello! Anyone knows how to modify an existing listing of a brand? (images, text, title, etc)?
Can I do it directly or only the company who first opened the listing can do that?
Anyone is helping brands to improve their listings?","['@gianmeliShanghai You can modify Product Listings that you are currently selling on. However if you are not brand registered or the brand owner, it can be common for your listing to revert once you run out of stock.', 'Thanks for your answer.\nWhen I modify the listing, will that modify it for all sellers (thus benefiting all) or only when I have the buy box?\nI’m talking about the wholesale model so I’m not the brand owner.\nI would like to understand if I can tell the brand owner or distributor that I could help them improve their listing (pictures and text) perhaps for free in order to sell the products for them.', '@gianmeliShanghaiIf you modify the listing and your changes are accepted by Amazon then it changes the listing across the whole platform.\nEven if you are doing the wholesale model, a brand can make you the brand owner or sign you up to be a brand registered agent under Brand Registry. This helps you update listings, and helps make sure that your changes stay posted.\nYou can offer listing optimizations as a part of your value ads, we recommend it.']","Jun 16, 2019 4:15 pm",0,349,3
125,Restocking Software?,Amazon Specific,['Inventory Management'],I would like some feedback on restocking software?  I am at the point where I may need it. I currently use the amazon inventory planning tool.  Is this enough or are many of you paying for a 3rd party service?,"['Hi @scottschmitz,\nWe use Seller Legend for our main inventory management tool and it is one of the most useful pieces of software that we use.  It allows you to calculate sales velocity over the last 7 days, 30 days, or any period of time you wish.  It also calculates gross profit after you enter in COGS for each item so you can quickly see how much money you grossed yesterday or over a span of time.  You can check out the features page 4 to see all the program can do.\nIf you have under 300 SKUs and less than 2,500 orders per month, than it will cost you $49.99/month.  You can likely find cheaper inventory management tools but I highly recommend looking into Seller Legend to see if it fits your needs.\nBest,\nMitch', 'Right now we are experimenting with InventoryLab.', 'Hi @Mitch,\nDoes Seller Legend allow you to input supplier and track sales and margins that way?\nThanks,', '@APlusSeller Absolutely.  You can check overall stats on the brand or see all SKUs from the brand broken down on one screen.  It’s reporting abilities are very nice.', 'Does Seller Legend allow you to create purchase orders that you can send to your suppliers with your companies details on it?', '@scottschmitz I could have sworn at one point they had a purchase order function but I am unable to find it now.  I’ve forwarded your question to the Seller Legend support team so we’ll see what they say about it.', '@scottschmitz they do not currently offer the ability to create purchase orders within Seller Legend but it is something they are working on.  Support gave me a link to their development road map 5 if you want to take a look.\nSupport also said:\n\n“We provide a free 21 day trial where we on-board  3-months of user’s order history , this gives trial users access to all the features we offer and can be cancelled any time in case they change their mind”\n\nI’d recommend doing some free trials to figure out which restocking software best fits your needs.  As far as purchase order creation goes, we use Xero.', 'Use Seller legend also is great tool for restocking and knowing profit margin.  Today was experimenting Amazon Seller Central and set it to what I have in Seller Legend restocking. Amazon have set to  21 days of stock with 2 weeks to get to Amazon from manufacturer.  Seller Legend have 7 days with 3 safety days.  Amazon was exact as seller legend  almost identical.  One or two off sometimes but was amazed how close it was Seller Legend.  Maybe something to look into.', 'thank you, i am going to use the seller central tool for now as I have another software for tracking the business profit.']","May 13, 2019 12:37 pm",1,900,9
126,Manufacturer Barcode Tracking?,Amazon Specific,['Inventory Management'],"QUESTION - When Amazon says that a product is “illegible for manufacturer  barcode tracking”, does this mean that we don’t have to apply FNSKU stickers and case use the UPCs already present on the products?
I’m curious because if that’s the case it would make processing inventory MUCH quicker.
Thanks in advance,
Matt","['That means that you HAVE to use their stickers.', '@MBahe @APlusSeller is correct! This means that you have to use Amazon’s FNSKU stickers. The risk of using Manufacturer barcodes in general is then there is no way to make sure your inventory is not getting commingled.', 'Thank you! That’s what I gathered from one of the rambling Amazon threads, but I just wanted to confirm.\nI was hoping to save some time, but I guess in the grand scheme of things a couple hours a month isn’t too bad right now.\nAppreciate the responses. ']","May 27, 2019 6:25 pm",3,348,3
127,Exclusive Brand Seller via Wholesale,Amazon Specific,['All Other Amazon Related Issues'],"Good afternoon -
I’m new to the platform and I want to thank everyone in advance for your input and insights.
My question: When you begin to sell exclusively for a brand on AMZ – Do they give you permission or license to use their trademark and thus you become the ‘brand owner’ on AMZ? What would you need from the brand in order to clear the hurdles in Brand Registry?","['You have to apply to be a brand registered agent on amazon. The brand owner is the party that owns the trademark. If you do not own the trademark, then you need to assist the brand to get registered then have them add you as a brand registered agent. If the brand adds you as a registered agent, you do not need to supply any documentation to amazon.']","May 29, 2019 9:19 pm",1,241,1
128,When to Pull Fulfillable Amazon FBA Inventory?,Amazon Specific,[],"I have a fullfillable product in Amazon FBA inventory.  MAP violators have caused my sales to come to a halt.  The company I work with is trying to deal with the problem, but this is quite the time consuming process, so I’m told.  At what point do you pull the product?  When I’m close to long term storage fees?  or ride it out and wait for relief?  Most of the margin will disappear if I pull it and resend it later.  Pull it and change it to Merch fulfilled until MAP issues have been resolved?   What does everyone else do?","['We have a Long Term Storage Fees checklist in WEBS if you purchased the Professional version… and use that to help make the decision. If getting product returned will kill margin, we approach the supplier and make a case that we should be able to match current pricing since they can’t maintain MAP… it does depend on your relationship with the supplier of course, and on whether you have an exclusive relationship with them.', 'Great ideas.  Thank you for your help!', 'MAP has always baffled me.   What they should call it is what it is.  PRICE FIXING!  I am actually ok with this concept but would rather the truth be told than trying to kid ones self.  I have lived in the former Soviet Union.  They had the same thing over there.  Just it was the GOV that set the pricing, not the companies.  All in all.  Not much difference.']","May 10, 2019 5:45 pm",0,217,3
129,Glossary of Terms for Newbies (Noobs),Amazon Specific,['All Other Amazon Related Issues'],I am completely new to the Amazon Selling lingo and don’t understand a lot of the jargon here. May we create a glossary of terms page for noobs like me?,"['Hey Kelly!\nAre you referring to jargon inside the WEBS templates? Or in some other area?', 'Honestly its in a lot of places. I will post a few of the new words as I come across them. thanks for your response.', 'Ok sounds good!']","May 15, 2019 12:48 am",0,220,3
130,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],"Hi everyone,
Like the title suggests, does Amazon share the buy box? Let’s say I have my products listed as FBA.
Thank you in advance!
Cheers,
David","['Very rarely.', 'Sometimes.\nI don’t compete with Amazon much anymore, but when I did I’d look at keepa to see if there was evidence. If the Amazon price is steady and the number of sellers fluctuates a fair bit they probably share. If there’s a steady stair step down, I interpret that as a repricer trying (and failing) to get the buy box. Of course Amazon can change their system at any moment, so proceed with caution.', 'In my experience no.  I have tried setting my price the same as amazon and never sold anything.  I have had to go a penny less then Amazon to get the buy box.  I usually sell out my stock in a day or two then close my listing.', 'Thank you everyone! Doesn’t seem like it is worth the effort to sell when Amazon got the buy box.', 'Keep in mind: Amazon is not a great “seller.” You can compete with a lower price and/or a good relationship with the brand!', 'Amazon does share buy box sometimes. Go to keeps click buy box and if orange lines go up and down then amazon shares buy box. How much they share is another discussion.', 'Like others have said, check Keepa graph and when you look at the BB price, you can see easily if Amazon has shared the BB in the past. I do not have direct experience of competing with them for the BB, but I know of many who do it with success. However, just because they have shared it in the past is no indicator that they will continue to do so. Their platform, their rules. ']","May 8, 2019 2:52 am",0,303,7
131,Long Term Storage Fees,Amazon Specific,['Inventory Management'],How are Amazon FBA long term storage fees calculated now?  At the end of last year they changed to applying long term fees monthly for inventory stored for more than 180 days.  Did it change again?,"['When researching I found that, as of February 15, 2019, long term storage fees are still being applied on the 15th of each month.  The most recent change was to when long term fees begin accruing and the size of the fee.  Inventory for which long term fees are applied was reverted back to anything in storage for more than 365 days.\nLong term fees are calculated based on square footage taken up in the warehouse.  The fee is now $6.90 per cubic foot per unit or $0.15 per unit, whichever is greater.  The minimum fee, $0.15, was dropped from $0.50 per unit which is great for small items.\nLong term fee timelines for items enrolled in the Small & Light Program were not reverted however.  They begin accruing long term fees after 180 days.  Fees from 181-365 days are $0.25 per unit.  After 365 days, they are charge $0.50 per unit.  Be careful with sending too much inventory into the Small and Light Program.  Since retail price must be less than $15, margins are eaten quickly.\nhttps://sellercentral.amazon.com/gp/help/external/200684750?language=en-US&ref=mpbc_201101150_cont_200684750\nhttps://sellercentral.amazon.com/gp/help/external/G201706140?language=en-US&ref=efph_G201706140_cont_200684750']","Apr 5, 2019 5:56 pm",1,199,1
132,About the Fulfillment category,Fulfillment,[],Have questions about Fulfillment? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,[],0,0,0,0
133,FBA Revenue Calculator - Ship to Amazon?,Fulfillment,['Shipping'],"I was just researching products and inputting values in the FBA Revenue Calculator 4, and wasn’t sure what to enter in the “Ship to Amazon” field:

Selection_671.png693×458 26 KB

Does anyone know how to determine this? Even if I know the dimensions and weight of the package, how am I supposed to know how far away the Amazon fulfillment center is?","['Great question - I’m also curious!', '@randy1 We typically assume $0.55/pound for our initial margin estimate.  At the top of the calculator it usually gives you item weight.\nYou may want to run your cost to ship to see what the average rate per pound you get is.  You won’t know the actual shipping cost until you build out a sample shipment.', 'Ship to Amazon is actually your total shipping fee of the product from supplier to the Amazon warehouse. It includes the costs like cost of the product, freight forwarder charges, molding fee if any, import and custom clearance fee. In fact it includes all costs that you incur to ship your product to the warehouse.', '@Hamza655 The $0.55/pound estimate is for shipping within the continental US.  If importing, you are correct that there are more costs to factor in.  I usually would split these off separately rather than attributing all to the shipping cost.']","Sep 10, 2019 11:52 pm",1,445,4
134,Warehouse Management,Fulfillment,[],"Hello,
Is there a good program anyone is using for warehouse management? Something that manages inbound and outbound FBA inventory as well as MF stock?
Thanks,",['@APlusSeller We are using Sellbrite to manage our warehouse inventory but it doesn’t manage inbound and outbound FBA.'],"Jul 6, 2020 9:25 pm",0,272,1
135,Supplies,Fulfillment,['Shipping'],Where is the most cost effective place to purchase shipping boxes and mailers for MF orders? We tried using value mailers but weren’t impressed with the quality.,['You can get some free mailers and boxes from USPS I believe.  We use a mix of U-Line shipping supplies and USPS mailers/boxes.'],"Apr 28, 2020 5:41 am",0,278,1
136,Holiday FBA warehouse inventory deadlines?,Fulfillment,['Shipping'],"I’m curious how strict the Key FBA holiday selling dates 1 are?
We’re working on launching a new product for Black Friday, yet Amazon says they need the inventory by Nov 5 (tomorrow) … wow! We don’t think we can make it …
Does anyone have experience with this?","['My experience is that these are more like guarantee dates. I expect anything that arrives by Nov 5 to have finished any FC transfers and be buy box ready. Last yearI had plenty of things I sent after Dec 10 sell before Christmas.\nI only listed on established listings with good turnover, though. If you’re launching a brand-new-to-Amazon product, I would get it in ASAP to make sure it shows in stock.', 'Thanks for the info, Joel!']","Nov 4, 2019 6:15 pm",1,295,2
137,Strategies to Reduce Shipping Costs,Fulfillment,['Shipping'],"Shipping is a big expense in our business. We have all sorts of things we’ve done to reduce costs:


we always ask if better shipping prices are available


we shop around whenever possible… with our freight broker, with UPS vs FedEx, etc… prices change all the time and if we don’t shop around we’ll miss those changes


if we’re sending parcel shipments, we’ll sometimes repackage in larger boxes - as close to 50 lb as we can get so we don’t run into oversize fees


If we’re selling FBM items on Amazon around the $10 price point, we’ll price them at $9.99 so we don’t have to provide tracking… this keeps shipping costs down substantially and nets us more than listing the product for $10.99


What other ways have you been able to reduce shipping costs?","['Although it takes longer, we try to use LTL from our prep center to Amazon.  You always have to weigh the time against the cost.', 'A little ninja trick I recently learned with FBA shipping plans is-\nNot entering box dimensions. Only enter weight\nMore of a time saver but, sometimes also cheaper shipment cost with just weight and no dimensions.\nMakes communications easier/quicker also if shipping direct from a supplier to FBA.  No need for be asking them to provide box dimensions of shipments.', 'Thanks for the tip, I will give this a try!', 'Here is a resource that we have used to gain cheaper shipping at times.   https://vipparcel.com/ 23', 'That doesn’t work anymore. You’re required to enter box dimensions.']","Apr 16, 2019 12:32 am",7,415,5
